# Haltiahovi.Lake_Lehmilampi.2007
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Arc-LakeLehmilampi.Haltia-Hovi.2007.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Arc-LakeLehmilampi.Haltia-Hovi.2007.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: http://www.ncdc.noaa.gov/paleo/study/8661
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: lake sediment
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: Haltiahovi.Lake_Lehmilampi.2007
#------------------
# Investigators
#     Investigators: Haltiahovi, E;Saarinen, T;Kukkonen, M
#------------------
# Description_Notes_and_Keywords
#     Description: 
#------------------
# Publication
#     Authors: Haltiahovi, E;Saarinen, T;Kukkonen, M
#     Published_Date_or_Year: 2007
#     Published_Title: A 2000-year record of solar forcing on varved lake sediment in eastern Finland
#     Journal_Name: Quaternary Science Reviews
#     Volume: 26
#     Edition: 
#     Issue: 
#     Pages: 678-689
#     Report: 
#     DOI: 10.1016/j.quascirev.2006.11.005
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: Lake Lehmilampi
#     Location: 
#     Country: 
#     Northernmost_Latitude: 63.62
#     Southernmost_Latitude: 63.62
#     Easternmost_Longitude: 29.1
#     Westernmost_Longitude: 29.1
#     Elevation: 95
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: 1.0
#     Most_Recent_Year: 1800.0
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: 
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , lake sediment, ,,N,   
##thickness	,,,mm, -12 1 2 3, lake sediment, ,,, ; climateInterpretation_seasonality changed - was originally 12 1 2 3;  
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           thickness	
160.0	-1.04	
161.0	-1.93	
162.0	-1.63	
163.0	-1.17	
164.0	-0.43	
165.0	-0.91	
166.0	-1.12	
167.0	-0.97	
168.0	-0.81	
169.0	-1.17	
170.0	-0.86	
171.0	-0.58	
172.0	-0.69	
173.0	-1.42	
174.0	-0.97	
175.0	-1.04	
176.0	-0.79	
177.0	-0.86	
178.0	-0.71	
179.0	-0.64	
180.0	-0.84	
181.0	-0.56	
182.0	-1.5	
183.0	-1.17	
184.0	-0.69	
185.0	-0.97	
186.0	-0.36	
187.0	-0.46	
188.0	-0.56	
189.0	-0.46	
190.0	-0.51	
191.0	-0.56	
192.0	-0.61	
193.0	-1.02	
194.0	-0.51	
195.0	-0.51	
196.0	-0.89	
197.0	-0.84	
198.0	-0.71	
199.0	-0.48	
200.0	-0.48	
201.0	-0.56	
202.0	-0.43	
203.0	-0.61	
204.0	-0.61	
205.0	-0.97	
206.0	-0.53	
207.0	-0.74	
208.0	-0.71	
209.0	-0.56	
210.0	-0.89	
211.0	-1.19	
212.0	-0.64	
213.0	-0.74	
214.0	-0.81	
215.0	-0.66	
216.0	-0.69	
217.0	-0.89	
218.0	-0.56	
219.0	-0.74	
220.0	-0.84	
221.0	-0.89	
222.0	-1.22	
223.0	-0.91	
224.0	-1.3	
225.0	-1.17	
226.0	-0.66	
227.0	-0.79	
228.0	-0.36	
229.0	-0.56	
230.0	-0.36	
231.0	-0.53	
232.0	-0.64	
233.0	-0.84	
234.0	-0.76	
235.0	-0.91	
236.0	-0.86	
237.0	-0.74	
238.0	-0.84	
239.0	-0.53	
240.0	-0.33	
241.0	-1.02	
242.0	-0.76	
243.0	-0.86	
244.0	-0.71	
245.0	-1.45	
246.0	-0.61	
247.0	-0.64	
248.0	-0.61	
249.0	-0.69	
250.0	-0.51	
251.0	-0.64	
252.0	-0.58	
253.0	-0.89	
254.0	-0.99	
255.0	-0.61	
256.0	-0.81	
257.0	-0.76	
258.0	-1.02	
259.0	-0.91	
260.0	-0.53	
261.0	-0.66	
262.0	-0.46	
263.0	-0.46	
264.0	-0.56	
265.0	-0.64	
266.0	-0.43	
267.0	-0.66	
268.0	-0.84	
269.0	-0.64	
270.0	-0.81	
271.0	-0.86	
272.0	-0.66	
273.0	-0.74	
274.0	-1.27	
275.0	-0.94	
276.0	-1.3	
277.0	-0.69	
278.0	-0.53	
279.0	-0.64	
280.0	-0.79	
281.0	-0.71	
282.0	-0.56	
283.0	-0.84	
284.0	-1.02	
285.0	-0.76	
286.0	-0.76	
287.0	-0.69	
288.0	-0.66	
289.0	-1.12	
290.0	-0.74	
291.0	-0.56	
292.0	-0.84	
293.0	-0.71	
294.0	-0.89	
295.0	-0.91	
296.0	-1.17	
297.0	-0.74	
298.0	-0.86	
299.0	-0.58	
300.0	-0.71	
301.0	-0.81	
302.0	-0.89	
303.0	-0.71	
304.0	-0.48	
305.0	-0.53	
306.0	-0.69	
307.0	-0.61	
308.0	-0.81	
309.0	-0.56	
310.0	-0.58	
311.0	-0.58	
312.0	-0.56	
313.0	-0.91	
314.0	-0.53	
315.0	-0.56	
316.0	-0.61	
317.0	-0.41	
318.0	-0.69	
319.0	-0.33	
320.0	-0.51	
321.0	-0.69	
322.0	-0.71	
323.0	-0.56	
324.0	-0.66	
325.0	-0.61	
326.0	-0.56	
327.0	-0.56	
328.0	-0.84	
329.0	-0.74	
330.0	-0.74	
331.0	-0.74	
332.0	-0.69	
333.0	-0.64	
334.0	-0.56	
335.0	-0.64	
336.0	-0.66	
337.0	-0.56	
338.0	-1.14	
339.0	-1.09	
340.0	-1.14	
341.0	-0.79	
342.0	-0.91	
343.0	-1.27	
344.0	-1.09	
345.0	-0.79	
346.0	-0.64	
347.0	-1.19	
348.0	-1.19	
349.0	-1.22	
350.0	-0.74	
351.0	-0.64	
352.0	-0.56	
353.0	-0.66	
354.0	-0.56	
355.0	-1.09	
356.0	-1.4	
357.0	-1.22	
358.0	-0.79	
359.0	-0.99	
360.0	-0.71	
361.0	-0.76	
362.0	-0.76	
363.0	-0.69	
364.0	-0.74	
365.0	-0.64	
366.0	-0.71	
367.0	-0.61	
368.0	-0.56	
369.0	-0.69	
370.0	-0.61	
371.0	-0.79	
372.0	-0.61	
373.0	-0.53	
374.0	-0.69	
375.0	-0.53	
376.0	-0.61	
377.0	-0.89	
378.0	-0.84	
379.0	-0.71	
380.0	-0.61	
381.0	-0.51	
382.0	-0.91	
383.0	-0.84	
384.0	-0.56	
385.0	-0.74	
386.0	-0.74	
387.0	-0.99	
388.0	-2.34	
389.0	-1.35	
390.0	-0.97	
391.0	-0.48	
392.0	-0.53	
393.0	-1.47	
394.0	-1.12	
395.0	-0.81	
396.0	-1.12	
397.0	-1.14	
398.0	-0.99	
399.0	-0.89	
400.0	-1.14	
401.0	-0.61	
402.0	-0.46	
403.0	-0.51	
404.0	-0.64	
405.0	-0.91	
406.0	-0.69	
407.0	-0.64	
408.0	-1.27	
409.0	-1.09	
410.0	-0.86	
411.0	-1.19	
412.0	-0.66	
413.0	-0.84	
414.0	-0.94	
415.0	-0.76	
416.0	-0.64	
417.0	-0.71	
418.0	-0.86	
419.0	-0.79	
420.0	-0.69	
421.0	-0.71	
422.0	-0.81	
423.0	-0.79	
424.0	-0.76	
425.0	-0.79	
426.0	-0.58	
427.0	-0.48	
428.0	-0.71	
429.0	-0.71	
430.0	-1.04	
431.0	-1.17	
432.0	-1.27	
433.0	-1.24	
434.0	-1.04	
435.0	-0.74	
436.0	-0.69	
437.0	-0.81	
438.0	-1.96	
439.0	-2.11	
440.0	-0.94	
441.0	-0.81	
442.0	-2.31	
443.0	-0.91	
444.0	-0.81	
445.0	-0.89	
446.0	-1.09	
447.0	-0.86	
448.0	-0.61	
449.0	-0.79	
450.0	-0.89	
451.0	-0.66	
452.0	-0.79	
453.0	-0.71	
454.0	-1.24	
455.0	-1.09	
456.0	-1.07	
457.0	-0.69	
458.0	-0.71	
459.0	-0.76	
460.0	-0.71	
461.0	-1.27	
462.0	-0.61	
463.0	-0.79	
464.0	-0.74	
465.0	-0.94	
466.0	-0.74	
467.0	-0.79	
468.0	-0.58	
469.0	-0.58	
470.0	-0.86	
471.0	-0.71	
472.0	-0.51	
473.0	-1.3	
474.0	-1.04	
475.0	-0.81	
476.0	-0.84	
477.0	-0.89	
478.0	-0.97	
479.0	-0.56	
480.0	-0.71	
481.0	-0.48	
482.0	-0.56	
483.0	-0.56	
484.0	-0.53	
485.0	-0.66	
486.0	-0.58	
487.0	-0.64	
488.0	-0.71	
489.0	-1.09	
490.0	-0.48	
491.0	-0.74	
492.0	-0.86	
493.0	-0.69	
494.0	-0.79	
495.0	-0.94	
496.0	-0.61	
497.0	-0.58	
498.0	-0.69	
499.0	-0.76	
500.0	-0.89	
501.0	-0.94	
502.0	-0.97	
503.0	-1.02	
504.0	-0.86	
505.0	-0.81	
506.0	-0.66	
507.0	-0.91	
508.0	-0.79	
509.0	-0.74	
510.0	-0.48	
511.0	-0.51	
512.0	-0.81	
513.0	-0.56	
514.0	-0.71	
515.0	-0.76	
516.0	-1.98	
517.0	-1.32	
518.0	-1.02	
519.0	-0.64	
520.0	-0.81	
521.0	-0.94	
522.0	-0.76	
523.0	-1.19	
524.0	-0.48	
525.0	-0.53	
526.0	-0.71	
527.0	-0.58	
528.0	-0.43	
529.0	-0.91	
530.0	-1.12	
531.0	-0.66	
532.0	-0.97	
533.0	-0.91	
534.0	-1.91	
535.0	-1.35	
536.0	-0.66	
537.0	-0.94	
538.0	-1.14	
539.0	-1.19	
540.0	-1.02	
541.0	-0.51	
542.0	-1.07	
543.0	-0.74	
544.0	-0.61	
545.0	-0.79	
546.0	-0.69	
547.0	-0.51	
548.0	-0.51	
549.0	-0.46	
550.0	-0.48	
551.0	-0.53	
552.0	-0.58	
553.0	-0.46	
554.0	-0.64	
555.0	-0.58	
556.0	-0.58	
557.0	-0.51	
558.0	-0.64	
559.0	-0.64	
560.0	-0.61	
561.0	-0.38	
562.0	-0.58	
563.0	-0.64	
564.0	-0.61	
565.0	-0.58	
566.0	-0.66	
567.0	-0.64	
568.0	-0.89	
569.0	-0.61	
570.0	-0.61	
571.0	-0.66	
572.0	-0.76	
573.0	-1.32	
574.0	-0.58	
575.0	-0.76	
576.0	-0.69	
577.0	-0.71	
578.0	-0.48	
579.0	-0.69	
580.0	-0.53	
581.0	-0.81	
582.0	-0.61	
583.0	-0.71	
584.0	-0.89	
585.0	-0.91	
586.0	-0.94	
587.0	-0.81	
588.0	-1.42	
589.0	-2.39	
590.0	-1.91	
591.0	-0.61	
592.0	-0.66	
593.0	-0.76	
594.0	-0.51	
595.0	-0.64	
596.0	-0.64	
597.0	-0.69	
598.0	-0.69	
599.0	-0.56	
600.0	-0.61	
601.0	-0.58	
602.0	-0.56	
603.0	-1.24	
604.0	-0.86	
605.0	-1.09	
606.0	-1.45	
607.0	-0.86	
608.0	-1.35	
609.0	-0.99	
610.0	-1.09	
611.0	-0.89	
612.0	-0.53	
613.0	-0.61	
614.0	-0.36	
615.0	-0.74	
616.0	-0.74	
617.0	-1.14	
618.0	-1.02	
619.0	-0.53	
620.0	-0.41	
621.0	-0.99	
622.0	-0.51	
623.0	-0.71	
624.0	-0.74	
625.0	-0.64	
626.0	-0.74	
627.0	-0.74	
628.0	-0.91	
629.0	-0.84	
630.0	-1.12	
631.0	-0.91	
632.0	-0.56	
633.0	-0.61	
634.0	-0.81	
635.0	-0.66	
636.0	-0.58	
637.0	-0.86	
638.0	-0.79	
639.0	-0.56	
640.0	-0.84	
641.0	-0.66	
642.0	-0.89	
643.0	-0.66	
644.0	-0.91	
645.0	-0.76	
646.0	-0.74	
647.0	-0.91	
648.0	-0.94	
649.0	-0.76	
650.0	-0.71	
651.0	-0.61	
652.0	-1.3	
653.0	-1.07	
654.0	-1.3	
655.0	-1.07	
656.0	-1.02	
657.0	-0.76	
658.0	-0.81	
659.0	-0.71	
660.0	-1.02	
661.0	-0.86	
662.0	-0.79	
663.0	-0.89	
664.0	-0.66	
665.0	-0.89	
666.0	-0.69	
667.0	-0.81	
668.0	-1.17	
669.0	-0.81	
670.0	-0.84	
671.0	-1.12	
672.0	-0.94	
673.0	-1.19	
674.0	-0.74	
675.0	-1.04	
676.0	-1.09	
677.0	-1.02	
678.0	-0.81	
679.0	-0.94	
680.0	-0.97	
681.0	-0.99	
682.0	-1.47	
683.0	-0.91	
684.0	-1.19	
685.0	-0.71	
686.0	-1.19	
687.0	-1.07	
688.0	-0.94	
689.0	-0.84	
690.0	-0.69	
691.0	-0.53	
692.0	-0.69	
693.0	-0.86	
694.0	-0.58	
695.0	-0.84	
696.0	-0.58	
697.0	-0.66	
698.0	-0.99	
699.0	-0.56	
700.0	-1.17	
701.0	-1.22	
702.0	-0.76	
703.0	-1.12	
704.0	-1.17	
705.0	-1.07	
706.0	-0.91	
707.0	-0.51	
708.0	-1.07	
709.0	-0.81	
710.0	-0.89	
711.0	-0.81	
712.0	-1.09	
713.0	-0.86	
714.0	-0.76	
715.0	-0.76	
716.0	-0.79	
717.0	-0.66	
718.0	-0.74	
719.0	-0.71	
720.0	-0.76	
721.0	-0.56	
722.0	-1.24	
723.0	-0.99	
724.0	-0.89	
725.0	-0.51	
726.0	-0.58	
727.0	-0.94	
728.0	-0.71	
729.0	-0.97	
730.0	-1.09	
731.0	-0.86	
732.0	-0.74	
733.0	-0.71	
734.0	-0.76	
735.0	-0.61	
736.0	-1.09	
737.0	-0.56	
738.0	-0.81	
739.0	-0.51	
740.0	-0.74	
741.0	-0.79	
742.0	-1.04	
743.0	-1.88	
744.0	-1.3	
745.0	-1.65	
746.0	-0.94	
747.0	-0.94	
748.0	-0.79	
749.0	-0.69	
750.0	-0.48	
751.0	-0.53	
752.0	-0.86	
753.0	-0.84	
754.0	-0.66	
755.0	-0.71	
756.0	-0.71	
757.0	-0.76	
758.0	-0.74	
759.0	-1.6	
760.0	-0.74	
761.0	-0.81	
762.0	-0.71	
763.0	-0.71	
764.0	-0.64	
765.0	-0.74	
766.0	-0.69	
767.0	-0.69	
768.0	-0.71	
769.0	-0.74	
770.0	-0.64	
771.0	-0.74	
772.0	-0.38	
773.0	-0.74	
774.0	-0.69	
775.0	-0.56	
776.0	-0.99	
777.0	-0.74	
778.0	-0.66	
779.0	-0.64	
780.0	-0.53	
781.0	-0.79	
782.0	-0.58	
783.0	-1.09	
784.0	-0.84	
785.0	-0.91	
786.0	-0.89	
787.0	-1.32	
788.0	-0.79	
789.0	-0.69	
790.0	-0.61	
791.0	-0.84	
792.0	-0.66	
793.0	-0.81	
794.0	-0.71	
795.0	-0.76	
796.0	-0.74	
797.0	-0.76	
798.0	-0.71	
799.0	-1.02	
800.0	-1.3	
801.0	-1.4	
802.0	-1.42	
803.0	-1.02	
804.0	-0.91	
805.0	-0.66	
806.0	-1.04	
807.0	-1.83	
808.0	-0.64	
809.0	-0.97	
810.0	-0.94	
811.0	-0.97	
812.0	-0.56	
813.0	-0.74	
814.0	-0.84	
815.0	-0.58	
816.0	-0.58	
817.0	-0.64	
818.0	-0.86	
819.0	-0.84	
820.0	-1.02	
821.0	-1.04	
822.0	-0.66	
823.0	-1.14	
824.0	-0.97	
825.0	-1.09	
826.0	-1.24	
827.0	-0.71	
828.0	-0.61	
829.0	-0.64	
830.0	-0.56	
831.0	-0.97	
832.0	-1.02	
833.0	-1.57	
834.0	-2.11	
835.0	-1.04	
836.0	-0.79	
837.0	-1.42	
838.0	-1.78	
839.0	-1.04	
840.0	-1.07	
841.0	-0.97	
842.0	-1.09	
843.0	-0.64	
844.0	-1.14	
845.0	-0.94	
846.0	-1.17	
847.0	-0.94	
848.0	-0.56	
849.0	-0.51	
850.0	-0.41	
851.0	-0.58	
852.0	-0.56	
853.0	-0.69	
854.0	-0.71	
855.0	-1.42	
856.0	-0.76	
857.0	-0.61	
858.0	-0.69	
859.0	-0.71	
860.0	-0.36	
861.0	-0.43	
862.0	-0.61	
863.0	-0.48	
864.0	-0.58	
865.0	-0.51	
866.0	-0.71	
867.0	-0.51	
868.0	-0.58	
869.0	-0.48	
870.0	-0.74	
871.0	-0.86	
872.0	-1.02	
873.0	-0.58	
874.0	-0.69	
875.0	-0.43	
876.0	-0.66	
877.0	-0.53	
878.0	-0.56	
879.0	-0.58	
880.0	-0.58	
881.0	-0.79	
882.0	-0.97	
883.0	-0.56	
884.0	-0.48	
885.0	-0.97	
886.0	-0.89	
887.0	-0.79	
888.0	-0.71	
889.0	-0.69	
890.0	-1.12	
891.0	-0.89	
892.0	-0.94	
893.0	-1.42	
894.0	-0.79	
895.0	-0.89	
896.0	-0.76	
897.0	-0.84	
898.0	-0.61	
899.0	-0.64	
900.0	-0.48	
901.0	-0.66	
902.0	-0.81	
903.0	-0.64	
904.0	-0.74	
905.0	-0.89	
906.0	-0.79	
907.0	-1.88	
908.0	-1.65	
909.0	-0.79	
910.0	-0.84	
911.0	-0.61	
912.0	-0.81	
913.0	-1.17	
914.0	-0.48	
915.0	-0.66	
916.0	-0.69	
917.0	-0.69	
918.0	-0.46	
919.0	-0.69	
920.0	-0.61	
921.0	-0.74	
922.0	-1.07	
923.0	-0.81	
924.0	-0.66	
925.0	-0.53	
926.0	-0.84	
927.0	-0.69	
928.0	-0.56	
929.0	-0.66	
930.0	-0.69	
931.0	-0.53	
932.0	-0.74	
933.0	-0.71	
934.0	-0.81	
935.0	-0.79	
936.0	-0.71	
937.0	-0.61	
938.0	-0.64	
939.0	-0.76	
940.0	-1.24	
941.0	-0.66	
942.0	-0.58	
943.0	-0.69	
944.0	-0.61	
945.0	-0.69	
946.0	-0.69	
947.0	-0.64	
948.0	-0.51	
949.0	-0.58	
950.0	-0.43	
951.0	-0.36	
952.0	-0.56	
953.0	-0.46	
954.0	-0.79	
955.0	-0.46	
956.0	-0.69	
957.0	-0.97	
958.0	-0.58	
959.0	-0.76	
960.0	-2.13	
961.0	-1.68	
962.0	-2.31	
963.0	-0.97	
964.0	-0.97	
965.0	-0.86	
966.0	-0.81	
967.0	-0.69	
968.0	-0.38	
969.0	-0.76	
970.0	-0.69	
971.0	-0.64	
972.0	-0.56	
973.0	-0.53	
974.0	-0.51	
975.0	-0.56	
976.0	-0.74	
977.0	-0.41	
978.0	-0.38	
979.0	-0.48	
980.0	-0.41	
981.0	-0.43	
982.0	-0.99	
983.0	-0.91	
984.0	-0.86	
985.0	-1.07	
986.0	-0.71	
987.0	-0.56	
988.0	-0.64	
989.0	-0.53	
990.0	-0.58	
991.0	-0.46	
992.0	-0.48	
993.0	-0.56	
994.0	-0.56	
995.0	-0.64	
996.0	-0.64	
997.0	-0.66	
998.0	-0.53	
999.0	-0.53	
1000.0	-0.66	
1001.0	-0.58	
1002.0	-0.86	
1003.0	-0.69	
1004.0	-0.89	
1005.0	-0.36	
1006.0	-0.71	
1007.0	-1.4	
1008.0	-1.3	
1009.0	-1.07	
1010.0	-1.52	
1011.0	-1.14	
1012.0	-0.81	
1013.0	-0.43	
1014.0	-0.66	
1015.0	-0.38	
1016.0	-0.36	
1017.0	-0.53	
1018.0	-0.79	
1019.0	-0.89	
1020.0	-0.97	
1021.0	-1.02	
1022.0	-0.43	
1023.0	-0.36	
1024.0	-0.86	
1025.0	-0.91	
1026.0	-0.51	
1027.0	-0.76	
1028.0	-0.51	
1029.0	-0.61	
1030.0	-0.48	
1031.0	-0.61	
1032.0	-0.71	
1033.0	-0.43	
1034.0	-0.79	
1035.0	-0.69	
1036.0	-0.76	
1037.0	-0.81	
1038.0	-2.92	
1039.0	-0.84	
1040.0	-1.22	
1041.0	-0.86	
1042.0	-0.71	
1043.0	-0.81	
1044.0	-1.09	
1045.0	-0.64	
1046.0	-0.69	
1047.0	-0.53	
1048.0	-0.99	
1049.0	-1.52	
1050.0	-0.81	
1051.0	-0.84	
1052.0	-0.58	
1053.0	-0.66	
1054.0	-0.61	
1055.0	-0.84	
1056.0	-0.51	
1057.0	-0.69	
1058.0	-0.51	
1059.0	-0.58	
1060.0	-0.51	
1061.0	-0.69	
1062.0	-0.51	
1063.0	-0.43	
1064.0	-0.48	
1065.0	-0.64	
1066.0	-0.51	
1067.0	-0.53	
1068.0	-0.43	
1069.0	-0.56	
1070.0	-0.43	
1071.0	-0.46	
1072.0	-0.38	
1073.0	-0.51	
