1144.0	PO287-26G	0.61	17.08	149.0	
2001.0	PO287-26B	0.53	14.76	0.0	
1997.0	PO287-26B	0.61	17.18	1.7	
1994.0	PO287-26B	0.51	14.06	3.4	
1990.0	PO287-26B	0.5	13.93	5.2	
1986.0	PO287-26B	0.53	14.67	6.9	
1983.0	PO287-26B	0.55	15.45	8.6	
1979.0	PO287-26B	0.6	16.82	10.3	
1975.0	PO287-26B	0.57	16.03	12.0	
1972.0	PO287-26B	0.59	16.46	13.8	
1968.0	PO287-26B	0.56	15.76	15.5	
1964.0	PO287-26B	0.55	15.34	17.2	
1961.0	PO287-26B	0.56	15.54	18.9	
1957.0	PO287-26B	0.56	15.6	20.6	
1953.0	PO287-26B	0.58	16.2	22.4	
1950.0	PO287-26B	0.54	15.15	24.1	
1946.0	PO287-26B	0.57	15.81	25.8	
1942.0	PO287-26B	0.52	14.41	27.5	
1939.0	PO287-26B	0.53	14.64	29.2	
1935.0	PO287-26B	0.54	15.11	31.0	
1931.0	PO287-26B	0.53	14.61	32.7	
1928.0	PO287-26B	0.55	15.33	34.4	
1924.0	PO287-26B	0.56	15.55	36.1	
1920.0	PO287-26B	0.58	16.27	37.8	
1917.0	PO287-26B	0.55	15.44	39.6	
1913.0	PO287-26B	0.56	15.69	41.3	
1910.0	PO287-26B	0.55	15.24	43.0	
1906.0	PO287-26B	0.6	16.88	44.7	
1902.0	PO287-26B	0.57	15.95	46.4	
1899.0	PO287-26B	0.56	15.76	48.2	
1895.0	PO287-26B	0.56	15.63	49.9	
1893.0	PO287-26B	0.58	16.34	51.6	
2001.0	D13902	nan	14.76	0.0	
1997.0	D13902	nan	17.18	1.7	
1994.0	D13902	nan	14.06	3.4	
1990.0	D13902	nan	13.93	5.2	
1986.0	D13902	nan	14.67	6.9	
1983.0	D13902	nan	15.45	8.6	
1979.0	D13902	nan	16.82	10.3	
1975.0	D13902	nan	16.03	12.0	
1972.0	D13902	nan	16.46	13.8	
1968.0	D13902	nan	15.76	15.5	
1964.0	D13902	nan	15.34	17.2	
1961.0	D13902	nan	15.54	18.9	
1957.0	D13902	nan	15.6	20.6	
1953.0	D13902	nan	16.2	22.4	
1950.0	D13902	nan	15.15	24.1	
1946.0	D13902	nan	15.81	25.8	
1942.0	D13902	nan	14.41	27.5	
1939.0	D13902	nan	14.64	29.2	
1935.0	D13902	nan	15.11	31.0	
1931.0	D13902	nan	14.61	32.7	
1928.0	D13902	nan	15.33	34.4	
1924.0	D13902	nan	15.55	36.1	
1920.0	D13902	nan	16.27	37.8	
1917.0	D13902	nan	15.44	39.6	
1913.0	D13902	nan	15.69	41.3	
1910.0	D13902	nan	15.24	43.0	
1906.0	D13902	nan	16.88	44.7	
1902.0	D13902	nan	15.95	46.4	
1899.0	D13902	nan	15.76	48.2	
1895.0	D13902	nan	15.63	49.9	
1893.0	D13902	nan	16.34	51.6	
1898.0	D13902	0.56	15.49	48.4	
1889.0	D13902	0.56	15.73	52.4	
1887.0	D13902	0.57	15.82	54.4	
1883.0	D13902	0.58	16.24	55.4	
1878.0	D13902	0.57	15.82	57.4	
1870.0	D13902	0.55	15.48	59.4	
1868.0	D13902	0.56	15.57	63.4	
1863.0	D13902	0.56	15.52	64.4	
1857.0	D13902	0.56	15.53	66.4	
1851.0	D13902	0.56	15.54	69.4	
1844.0	D13902	0.56	15.63	72.4	
1840.0	D13902	0.57	15.88	75.4	
1388.0	D13902	0.58	16.38	97.4	
1356.0	D13902	0.56	15.71	99.4	
1327.0	D13902	0.57	15.96	104.4	
1316.0	D13902	0.57	16.03	106.4	
1306.0	D13902	0.58	16.22	108.4	
1296.0	D13902	0.6	16.82	110.4	
1273.0	D13902	0.6	16.74	114.4	
1191.0	D13902	0.6	16.87	121.4	
1157.0	D13902	0.6	16.83	125.4	
1134.0	D13902	0.59	16.63	131.4	
1055.0	D13902	0.62	17.47	137.4	
1036.0	D13902	0.59	16.69	140.4	
988.0	D13902	0.62	17.34	144.4	
963.0	D13902	0.61	17.17	147.4	
921.0	D13902	0.63	17.72	152.4	
898.0	D13902	0.62	17.5	155.4	
860.0	D13902	0.63	17.71	160.4	
837.0	D13902	0.62	17.37	163.4	
739.0	D13902	0.62	17.58	172.4	
669.0	D13902	0.63	17.74	183.4	
569.0	D13902	0.62	17.54	194.4	
432.0	D13902	0.61	17.25	203.4	
315.0	D13902	0.61	17.11	217.4	
199.0	D13902	0.63	17.62	231.4	
74.0	D13902	0.63	17.71	246.4	
-167.0	D13902	0.63	17.81	254.4	
-467.0	D13902	0.62	17.49	263.4	
-667.0	D13902	0.61	17.29	269.4	
-1401.0	D13902	0.62	17.61	291.4	
-2034.0	D13902	0.63	17.62	310.4	
-2301.0	D13902	0.63	17.91	318.4	
-2484.0	D13902	0.64	17.93	323.9	
-4386.0	D13902	0.7	19.81	392.4	
-6052.0	D13902	0.67	18.89	442.4	
