219.625	14.4917	
143.8	14.6249	
67.825	14.7936	
23.7249999999999	14.8467	
-73.5500000000002	15.9322	
-127.9	15.0523	
-180.45	15.1794	
-234.05	15.8398	
-289.35	15.0151	
-344.35	15.2998	
-396.3	15.0007	
-447.9	14.6895	
-499.25	15.412	
-552.6	15.0778	
-632.5	15.6016	
-685.5	15.0813	
-738.6	15.3936	
-794.15	14.434	
-852.15	14.7028	
-909.3	15.0148	
-963.65	14.9816	
-1019.1	14.7579	
-1067.3	14.044	
