model_label,testing_period_start,testing_period_end,L1_neurons,L2_neurons,L1_activation,dropout,L1_regularisation,KGE,linear_correlation_coefficient
3-nci_L1_100_L2_20_dropout_0.2_testPeriod_1938_1948,1938,1947,100,20,relu,0.2,0.01,0.2509359465754738,0.8506529459256115
3-nci_L1_20_L2_5_dropout_0.1_testPeriod_1938_1948,1938,1947,20,5,relu,0.1,0.01,0.22226919076017504,0.802751899883383
3-nci_L1_50_L2_5_dropout_0.2_testPeriod_1938_1948,1938,1947,50,5,relu,0.2,0.01,0.555254071589727,0.8576060070329723
3-nci_L1_100_L2_20_dropout_0.0_testPeriod_1940_1950,1940,1949,100,20,relu,0.0,0.05,0.20067557881193776,0.8123593384212779
3-nci_L1_100_L2_20_dropout_0.2_testPeriod_1940_1950,1940,1949,100,20,linear,0.2,0.01,0.4682121830542464,0.6662029592147403
3-nci_L1_50_L2_5_dropout_0.2_testPeriod_1940_1950,1940,1949,50,5,relu,0.2,0.01,0.06536637293054359,0.6608207745374752
3-nci_L1_20_L2_5_dropout_0.1_testPeriod_1944_1954,1944,1953,20,5,relu,0.1,0.01,0.2013103420260859,0.7986114301189592
3-nci_L1_50_L2_5_dropout_0.2_testPeriod_1944_1954,1944,1953,50,5,relu,0.2,0.01,0.42483623869502796,0.6594778270060445
3-nci_L1_100_L2_20_dropout_0.2_testPeriod_1946_1956,1946,1955,100,20,relu,0.2,0.01,0.24406472106281163,0.6444461937774262
3-nci_L1_100_L2_20_dropout_0.0_testPeriod_1946_1956,1946,1955,100,20,relu,0.0,0.05,0.14765261179500433,0.3684565259708374
3-nci_L1_50_L2_5_dropout_0.2_testPeriod_1946_1956,1946,1955,50,5,linear,0.2,0.01,0.3874547475871284,0.7370075121716898
3-nci_L1_100_L2_20_dropout_0.0_testPeriod_1948_1958,1948,1957,100,20,relu,0.0,0.05,0.2802179804259156,0.5320394951156803
3-nci_L1_100_L2_10_dropout_0.2_testPeriod_1948_1958,1948,1957,100,10,linear,0.2,0.001,0.1202999108444287,0.4397389295827633
3-nci_L1_100_L2_20_dropout_0.2_testPeriod_1962_1972,1962,1971,100,20,relu,0.2,0.01,0.026837616991307045,0.3264617594662175
3-nci_L1_100_L2_20_dropout_0.0_testPeriod_1962_1972,1962,1971,100,20,relu,0.0,0.05,0.10570887188479583,0.3214270493315
3-nci_L1_100_L2_10_dropout_0.2_testPeriod_1966_1976,1966,1975,100,10,linear,0.2,0.001,0.48885690815794736,0.6750768871103022
3-nci_L1_50_L2_5_dropout_0.2_testPeriod_1966_1976,1966,1975,50,5,linear,0.2,0.01,0.23547551732436245,0.484487992975628
3-nci_L1_100_L2_20_dropout_0.2_testPeriod_1968_1978,1968,1977,100,20,linear,0.2,0.01,0.290033512976009,0.5843208121470898
3-nci_L1_100_L2_10_dropout_0.2_testPeriod_1970_1980,1970,1979,100,10,linear,0.2,0.001,0.00272009914211091,0.4983846606346096
3-nci_L1_100_L2_20_dropout_0.2_testPeriod_1972_1982,1972,1981,100,20,linear,0.2,0.01,0.29456299528371854,0.4858768543832801
3-nci_L1_20_L2_5_dropout_0.1_testPeriod_1972_1982,1972,1981,20,5,relu,0.1,0.01,0.21980810126896266,0.4061775366849685
3-nci_L1_20_L2_5_dropout_0.1_testPeriod_1974_1984,1974,1983,20,5,relu,0.1,0.01,0.028320132719360958,0.4542691232400942
3-nci_L1_50_L2_5_dropout_0.2_testPeriod_1974_1984,1974,1983,50,5,relu,0.2,0.01,0.032976486324806764,0.3401846400587065
