model_label,testing_period_start,testing_period_end,L1_neurons,L2_neurons,L1_activation,dropout,L1_regularisation,KGE,linear_correlation_coefficient
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1910_1920,1910,1919,50,5,linear,0.2,0.01,-1.3390012363551054,0.2357449531871264
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1910_1920,1910,1919,50,5,relu,0.2,0.01,-2.3987850425485133,0.03871398785850452
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1912_1922,1912,1921,100,20,relu,0.2,0.01,-0.36412139943172983,0.3970700234825772
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1912_1922,1912,1921,100,20,relu,0.0,0.05,-2.9408763391471515,0.05070950485965229
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1912_1922,1912,1921,100,20,linear,0.2,0.01,-2.468354329373512,0.05195567326885104
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1912_1922,1912,1921,20,5,relu,0.1,0.01,-1.1525490840568864,0.2886819340832432
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1912_1922,1912,1921,50,5,linear,0.2,0.01,-5.4134239474066295,0.004468054273007094
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1912_1922,1912,1921,50,5,relu,0.2,0.01,-1.9343253673270646,0.38319545809305516
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1914_1924,1914,1923,100,20,relu,0.2,0.01,-0.8179603116727665,0.03459397175806535
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1914_1924,1914,1923,20,5,relu,0.1,0.01,-0.39225012578092766,0.07643477404043189
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1914_1924,1914,1923,100,10,linear,0.2,0.001,-0.47719369523301225,0.7506855229184185
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1914_1924,1914,1923,50,5,relu,0.2,0.01,0.06977691414366904,0.40301308238164874
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1916_1926,1916,1925,100,20,relu,0.2,0.01,0.15975606563811062,0.1999009801673347
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1916_1926,1916,1925,100,20,relu,0.0,0.05,-0.618403011962317,0.5681643120012224
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1916_1926,1916,1925,100,20,linear,0.2,0.01,0.236551208343871,0.29541823510414605
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1916_1926,1916,1925,20,5,relu,0.1,0.01,0.002779960786176705,0.34888577075973076
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1916_1926,1916,1925,100,10,linear,0.2,0.001,-0.3553190657095704,0.5165515674957386
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1916_1926,1916,1925,50,5,linear,0.2,0.01,-0.0643251912744085,0.32749296078088397
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1916_1926,1916,1925,50,5,relu,0.2,0.01,0.2687317961752246,0.29260472139951493
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1918_1928,1918,1927,100,20,relu,0.2,0.01,-0.21738831081058763,0.2608020154863502
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1918_1928,1918,1927,100,20,relu,0.0,0.05,-0.4449300006248713,0.45182964642611495
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1918_1928,1918,1927,100,20,linear,0.2,0.01,-1.0769721288269087,0.28696361955203453
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1918_1928,1918,1927,20,5,relu,0.1,0.01,-0.17147817363214335,0.5075028347108386
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1918_1928,1918,1927,100,10,linear,0.2,0.001,0.07656789162396271,0.6447542320829613
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1918_1928,1918,1927,50,5,linear,0.2,0.01,0.16828589873058708,0.34637797023457645
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1918_1928,1918,1927,50,5,relu,0.2,0.01,-0.1901982240585851,0.3850921657741545
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1920_1930,1920,1929,100,20,relu,0.2,0.01,-0.6532039951681698,0.5625386548694586
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1920_1930,1920,1929,100,20,relu,0.0,0.05,0.08955519362588904,0.24898968887694672
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1920_1930,1920,1929,100,20,linear,0.2,0.01,0.044372348274803075,0.1480004288596647
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1920_1930,1920,1929,20,5,relu,0.1,0.01,-0.16132779893849492,0.5412474818431962
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1920_1930,1920,1929,100,10,linear,0.2,0.001,0.12317748380313287,0.7582182691705724
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1920_1930,1920,1929,50,5,relu,0.2,0.01,-0.012545857450605213,0.561590021608773
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1922_1932,1922,1931,100,20,relu,0.2,0.01,0.17813828100910578,0.7057077538632334
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1922_1932,1922,1931,100,20,relu,0.0,0.05,-0.29150477174784717,0.6868303977989767
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1922_1932,1922,1931,100,20,linear,0.2,0.01,-0.5219670735932791,0.6173486936497803
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1922_1932,1922,1931,20,5,relu,0.1,0.01,-0.5299152150435935,0.3447029625914844
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1922_1932,1922,1931,100,10,linear,0.2,0.001,0.37687699975337696,0.6308042994026377
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1922_1932,1922,1931,50,5,linear,0.2,0.01,-0.9991105387315167,0.59754833036811
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1922_1932,1922,1931,50,5,relu,0.2,0.01,0.18243510361710125,0.5063473339650095
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1924_1934,1924,1933,100,20,relu,0.2,0.01,-0.9138554028932091,0.7604694558264489
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1924_1934,1924,1933,100,20,relu,0.0,0.05,-0.36136274805552504,0.8197194531284825
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1924_1934,1924,1933,100,20,linear,0.2,0.01,-5.88307961176278,0.7283920915098876
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1924_1934,1924,1933,20,5,relu,0.1,0.01,-0.3482330943148946,0.7882625092858103
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1924_1934,1924,1933,100,10,linear,0.2,0.001,0.0891326185051623,0.6926446584049097
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1924_1934,1924,1933,50,5,linear,0.2,0.01,-3.68661584383511,0.7366504104506841
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1924_1934,1924,1933,50,5,relu,0.2,0.01,0.02989655172981165,0.6916628607409436
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1926_1936,1926,1935,100,20,relu,0.2,0.01,-5.732402818868413,0.7156913114631105
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1926_1936,1926,1935,100,20,relu,0.0,0.05,-6.1621622350099585,0.6395674192346109
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1926_1936,1926,1935,100,20,linear,0.2,0.01,-1.541342812615253,0.5819639544582322
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1926_1936,1926,1935,20,5,relu,0.1,0.01,-0.04398073674174929,0.3337000888907586
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1926_1936,1926,1935,100,10,linear,0.2,0.001,-2.8402948246206754,0.6242896033165011
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1926_1936,1926,1935,50,5,linear,0.2,0.01,-6.694338847069372,0.5579953029130477
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1926_1936,1926,1935,50,5,relu,0.2,0.01,-5.11583501260202,0.5726438241903202
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1928_1938,1928,1937,100,20,relu,0.2,0.01,-2.8616531849105478,0.4152664190617918
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1928_1938,1928,1937,100,20,relu,0.0,0.05,-6.312620177804482,0.5166063775495631
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1928_1938,1928,1937,20,5,relu,0.1,0.01,-1.7144645308311492,0.662823782853602
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1928_1938,1928,1937,50,5,relu,0.2,0.01,-9.607985038156833,0.3585272455021344
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1930_1940,1930,1939,100,20,relu,0.2,0.01,0.3481713555754812,0.3894781459191665
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1930_1940,1930,1939,100,20,relu,0.0,0.05,0.19148129093951016,0.4807631691460845
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1930_1940,1930,1939,100,20,linear,0.2,0.01,-4.743741801893774,0.5704300729928767
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1930_1940,1930,1939,20,5,relu,0.1,0.01,0.4763850887717729,0.5110093879172833
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1930_1940,1930,1939,100,10,linear,0.2,0.001,-0.3814299189329817,0.6147142026527016
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1930_1940,1930,1939,50,5,linear,0.2,0.01,-0.11986422117510642,0.6422633558748784
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1930_1940,1930,1939,50,5,relu,0.2,0.01,-2.0868476664466615,0.09900408800602511
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1932_1942,1932,1941,100,20,relu,0.0,0.05,0.08921982256351846,0.6042937633079597
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1932_1942,1932,1941,100,20,linear,0.2,0.01,0.35081372956817003,0.4747493130606643
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1932_1942,1932,1941,100,10,linear,0.2,0.001,-5.066051239019132,0.698831058663415
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1932_1942,1932,1941,50,5,linear,0.2,0.01,-2.4597990773939986,0.4271136393132778
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1934_1944,1934,1943,100,20,relu,0.2,0.01,-3.7748950834941652,0.24599926472688396
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1934_1944,1934,1943,100,20,relu,0.0,0.05,-3.5468814490260403,0.16942352948562273
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1934_1944,1934,1943,100,10,linear,0.2,0.001,-0.09313741809313969,0.5550586457304229
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1934_1944,1934,1943,50,5,linear,0.2,0.01,-8.135313488531413,0.2998769065109642
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1936_1946,1936,1945,100,20,relu,0.2,0.01,-1.4266757133723829,0.12801192829866515
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1936_1946,1936,1945,100,20,relu,0.0,0.05,-4.253874039344494,0.14773144093932242
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1936_1946,1936,1945,100,20,linear,0.2,0.01,-9.945584034985856,0.18941631409094803
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1936_1946,1936,1945,20,5,relu,0.1,0.01,-0.3591407557557935,0.51116726671106
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1936_1946,1936,1945,100,10,linear,0.2,0.001,-4.22013867067897,0.3762713280636171
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1936_1946,1936,1945,50,5,linear,0.2,0.01,-4.038703288003137,0.1298029082079485
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1938_1948,1938,1947,100,20,relu,0.2,0.01,-0.9261503640238706,0.15336336656958452
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1938_1948,1938,1947,100,20,relu,0.0,0.05,-3.0949265111429787,0.007257088467994372
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1938_1948,1938,1947,20,5,relu,0.1,0.01,-2.818937200793564,0.25378459210012694
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1938_1948,1938,1947,100,10,linear,0.2,0.001,0.019965624457379372,0.2490008470398781
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1938_1948,1938,1947,50,5,linear,0.2,0.01,-0.005981116978482692,0.36514669515648757
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1938_1948,1938,1947,50,5,relu,0.2,0.01,-1.814808267061045,0.00438194647675889
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1940_1950,1940,1949,100,20,relu,0.2,0.01,-2.3859103810229723,0.19085355966468348
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1940_1950,1940,1949,100,20,relu,0.0,0.05,-0.5778759857962885,0.08441814085842032
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1940_1950,1940,1949,100,20,linear,0.2,0.01,-0.8928860830416925,0.06400270928210033
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1940_1950,1940,1949,20,5,relu,0.1,0.01,-1.8293026516763775,0.15161073044225015
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1940_1950,1940,1949,100,10,linear,0.2,0.001,0.05022277455113899,0.4222211493746516
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1940_1950,1940,1949,50,5,linear,0.2,0.01,-2.489515717776982,0.10464244630197672
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1940_1950,1940,1949,50,5,relu,0.2,0.01,-0.8950276578168708,0.0027317105932322407
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1942_1952,1942,1951,100,20,relu,0.2,0.01,-0.8557712322621966,0.27031936287831154
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1942_1952,1942,1951,100,20,relu,0.0,0.05,-0.8759041638267471,0.15677846142946414
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1942_1952,1942,1951,20,5,relu,0.1,0.01,-0.5514297626629923,0.06645378403953114
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1942_1952,1942,1951,100,10,linear,0.2,0.001,-2.1789754995063864,0.12454590906982493
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1942_1952,1942,1951,50,5,linear,0.2,0.01,-0.5056616943451095,0.007030137535331448
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1942_1952,1942,1951,50,5,relu,0.2,0.01,-0.6696101145945894,0.15543157084003822
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1944_1954,1944,1953,100,10,linear,0.2,0.001,-0.37405303322490036,0.06077119401651789
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1944_1954,1944,1953,50,5,relu,0.2,0.01,-0.1945831148953776,0.12204115852511437
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1946_1956,1946,1955,100,20,relu,0.2,0.01,-0.5625278893000041,0.3460046923123797
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1946_1956,1946,1955,20,5,relu,0.1,0.01,-0.39301352573125525,0.0060228532999899624
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1946_1956,1946,1955,100,10,linear,0.2,0.001,-1.5474664731066134,0.6311907681511356
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1946_1956,1946,1955,50,5,linear,0.2,0.01,0.029484030137028494,0.05778068914757771
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1946_1956,1946,1955,50,5,relu,0.2,0.01,-1.0782469613835066,0.5275490466223688
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1948_1958,1948,1957,100,20,relu,0.2,0.01,-0.12094393149561844,0.26824692475362794
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1948_1958,1948,1957,100,20,relu,0.0,0.05,0.13834472151015942,0.20271140647641717
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1948_1958,1948,1957,20,5,relu,0.1,0.01,0.1347797201870169,0.30582014838586963
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1948_1958,1948,1957,100,10,linear,0.2,0.001,-0.28391837473477377,0.15898036470857324
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1948_1958,1948,1957,50,5,relu,0.2,0.01,-0.10550179379601965,0.16719373475452617
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1950_1960,1950,1959,100,20,relu,0.2,0.01,0.2675742858304184,0.7140036848150267
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1950_1960,1950,1959,100,20,relu,0.0,0.05,0.006929451975655976,0.4668777169795605
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1950_1960,1950,1959,100,20,linear,0.2,0.01,-0.39218919257471785,0.16856129593217187
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1950_1960,1950,1959,100,10,linear,0.2,0.001,-0.15159791726567784,0.23633015244902092
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1950_1960,1950,1959,50,5,relu,0.2,0.01,0.03338494089568422,0.5125254835208547
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1952_1962,1952,1961,100,20,linear,0.2,0.01,-0.7916614050153028,0.054751013343610586
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1952_1962,1952,1961,20,5,relu,0.1,0.01,-0.30338232463683723,0.45194828910751345
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1952_1962,1952,1961,100,10,linear,0.2,0.001,0.30671607003367285,0.3183183181947544
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1952_1962,1952,1961,50,5,linear,0.2,0.01,0.023809098215541558,0.11512298778222904
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1954_1964,1954,1963,100,20,relu,0.2,0.01,-0.4273827116912807,0.07328486776411809
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1954_1964,1954,1963,100,20,relu,0.0,0.05,-0.37251533780927404,0.04011172217517637
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1954_1964,1954,1963,100,20,linear,0.2,0.01,0.09301852825583001,0.13037588114449877
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1954_1964,1954,1963,20,5,relu,0.1,0.01,0.024209619794699155,0.2275601229496239
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1954_1964,1954,1963,100,10,linear,0.2,0.001,-0.20898698345186184,0.08732912345673431
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1954_1964,1954,1963,50,5,relu,0.2,0.01,0.07813164609768597,0.09443862302027066
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1956_1966,1956,1965,100,20,relu,0.2,0.01,0.34266729651271,0.597165851008076
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1956_1966,1956,1965,100,20,relu,0.0,0.05,0.04786527287174891,0.4489644697633713
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1956_1966,1956,1965,100,20,linear,0.2,0.01,-0.12221217712889176,0.4491034773864034
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1956_1966,1956,1965,20,5,relu,0.1,0.01,-0.25170824198720987,0.2586542287295914
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1956_1966,1956,1965,100,10,linear,0.2,0.001,-0.5661990444273726,0.5559819992868689
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1956_1966,1956,1965,50,5,linear,0.2,0.01,-0.9841324437481227,0.35258363595976633
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1956_1966,1956,1965,50,5,relu,0.2,0.01,0.26421522708379874,0.5153256117485723
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1958_1968,1958,1967,100,20,relu,0.2,0.01,0.4970635086626062,0.5631019772260796
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1958_1968,1958,1967,100,20,relu,0.0,0.05,0.18624446414997953,0.5634654662676253
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1958_1968,1958,1967,100,20,linear,0.2,0.01,-0.6355106097333936,0.33064142670269536
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1958_1968,1958,1967,20,5,relu,0.1,0.01,0.2541851297887634,0.5360636246451378
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1958_1968,1958,1967,100,10,linear,0.2,0.001,-0.22899919228316312,0.6806160755106568
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1958_1968,1958,1967,50,5,linear,0.2,0.01,-0.3736028937315383,0.361566904011004
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1958_1968,1958,1967,50,5,relu,0.2,0.01,0.3616356829552242,0.452060416537589
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1960_1970,1960,1969,100,20,relu,0.2,0.01,-0.48395806760303084,0.26590151109010757
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1960_1970,1960,1969,100,20,relu,0.0,0.05,-4.152411461317244,0.0011782775212872342
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1960_1970,1960,1969,100,20,linear,0.2,0.01,-2.853995914471114,0.24174425410946904
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1960_1970,1960,1969,20,5,relu,0.1,0.01,-2.028430507952663,0.3498414959135953
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1960_1970,1960,1969,50,5,linear,0.2,0.01,-0.5531720680388179,0.13104930312616125
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1962_1972,1962,1971,100,20,relu,0.2,0.01,-1.5763459628539538,0.11064455912670942
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1962_1972,1962,1971,100,20,relu,0.0,0.05,-0.4031852141605319,0.07822394489769648
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1962_1972,1962,1971,100,20,linear,0.2,0.01,-0.5141821052184397,0.1587849500681905
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1962_1972,1962,1971,20,5,relu,0.1,0.01,-0.8386105998765847,0.26567848597218396
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1962_1972,1962,1971,100,10,linear,0.2,0.001,-1.1031361846554284,0.31622306796543204
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1962_1972,1962,1971,50,5,linear,0.2,0.01,0.1638643718308529,0.2039837728649729
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1962_1972,1962,1971,50,5,relu,0.2,0.01,-1.981607164182463,0.24355576871926557
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1964_1974,1964,1973,100,20,relu,0.0,0.05,-8.227135804954655,0.07665076513762431
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1964_1974,1964,1973,20,5,relu,0.1,0.01,-2.196685623428467,0.1591332590898284
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1964_1974,1964,1973,100,10,linear,0.2,0.001,-3.8476969371511567,0.2707611508083602
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1964_1974,1964,1973,50,5,relu,0.2,0.01,-1.8168021091618196,0.11970907670978044
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1966_1976,1966,1975,50,5,relu,0.2,0.01,-6.396874090698061,0.11785085478930886
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1968_1978,1968,1977,20,5,relu,0.1,0.01,-0.19617917940849638,0.1764457902115575
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1972_1982,1972,1981,100,20,relu,0.2,0.01,-0.5531515607610595,0.0039786086438893895
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1972_1982,1972,1981,100,10,linear,0.2,0.001,-0.6839753891275289,0.11570212477706743
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1972_1982,1972,1981,50,5,linear,0.2,0.01,-3.072496704775328,0.0812991040677129
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1972_1982,1972,1981,50,5,relu,0.2,0.01,-1.6858847741620964,0.09216513743952834
5-wpi_L1_100_L2_20_dropout_0.2_testPeriod_1974_1984,1974,1983,100,20,linear,0.2,0.01,-1.556390620822186,0.12987290793991768
5-wpi_L1_20_L2_5_dropout_0.1_testPeriod_1974_1984,1974,1983,20,5,relu,0.1,0.01,-1.1899230024721743,0.12388757826885523
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1974_1984,1974,1983,100,10,linear,0.2,0.001,0.10649095724929858,0.6657410984037914
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1974_1984,1974,1983,50,5,linear,0.2,0.01,-1.9239943476645758,0.18119398465865336
5-wpi_L1_50_L2_5_dropout_0.2_testPeriod_1974_1984,1974,1983,50,5,relu,0.2,0.01,-0.6670081946362214,0.0837357032825221
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1976_1986,1976,1985,100,10,linear,0.2,0.001,-0.5471061051642454,0.12519861325263884
5-wpi_L1_100_L2_10_dropout_0.2_testPeriod_1978_1988,1978,1987,100,10,linear,0.2,0.001,-7.213570543548228,0.1628013117121415
5-wpi_L1_100_L2_20_dropout_0.0_testPeriod_1980_1990,1980,1989,100,20,relu,0.0,0.05,-0.06030771221396258,0.0655351404159085
