model_label,testing_period_start,testing_period_end,L1_neurons,L2_neurons,L1_activation,dropout,L1_regularisation,KGE,linear_correlation_coefficient
aismr_L1_100_L2_20_dropout_0.2_testPeriod_1974_1984,1974,1983,100,20,linear,0.2,0.01,-8.241471067786813,0.1044480717685771
aismr_L1_20_L2_5_dropout_0.1_testPeriod_1974_1984,1974,1983,20,5,relu,0.1,0.01,-4.639241383536383,0.07536924058426596
aismr_L1_100_L2_10_dropout_0.2_testPeriod_1974_1984,1974,1983,100,10,linear,0.2,0.001,-6.526119027787505,0.5492176502152707
aismr_L1_50_L2_5_dropout_0.2_testPeriod_1974_1984,1974,1983,50,5,linear,0.2,0.01,-5.131048606951524,0.28310264855316175
aismr_L1_50_L2_5_dropout_0.2_testPeriod_1974_1984,1974,1983,50,5,relu,0.2,0.01,-0.9280433773717753,0.19273861541885867
aismr_L1_100_L2_20_dropout_0.2_testPeriod_1976_1986,1976,1985,100,20,relu,0.2,0.01,-2.176961465534478,0.5643404655433176
aismr_L1_100_L2_20_dropout_0.0_testPeriod_1976_1986,1976,1985,100,20,relu,0.0,0.05,-4.550954215551835,0.5203169434836143
aismr_L1_100_L2_20_dropout_0.2_testPeriod_1976_1986,1976,1985,100,20,linear,0.2,0.01,-4.596174545281333,0.4677540860878985
aismr_L1_20_L2_5_dropout_0.1_testPeriod_1976_1986,1976,1985,20,5,relu,0.1,0.01,-5.524925328071366,0.49689530019353034
aismr_L1_100_L2_10_dropout_0.2_testPeriod_1976_1986,1976,1985,100,10,linear,0.2,0.001,-7.248801809418875,0.47183700004851026
aismr_L1_50_L2_5_dropout_0.2_testPeriod_1976_1986,1976,1985,50,5,linear,0.2,0.01,-4.805033268895366,0.48059040303236217
aismr_L1_50_L2_5_dropout_0.2_testPeriod_1976_1986,1976,1985,50,5,relu,0.2,0.01,-2.275916484410578,0.49600672656515526
aismr_L1_100_L2_20_dropout_0.2_testPeriod_1978_1988,1978,1987,100,20,relu,0.2,0.01,-2.189117660082545,0.23330835632880678
aismr_L1_100_L2_20_dropout_0.2_testPeriod_1978_1988,1978,1987,100,20,linear,0.2,0.01,-4.268164532940851,0.389800765432999
aismr_L1_20_L2_5_dropout_0.1_testPeriod_1978_1988,1978,1987,20,5,relu,0.1,0.01,-2.016550103836106,0.5731131527016993
aismr_L1_100_L2_10_dropout_0.2_testPeriod_1978_1988,1978,1987,100,10,linear,0.2,0.001,-0.986447926071448,0.538771737810782
aismr_L1_50_L2_5_dropout_0.2_testPeriod_1978_1988,1978,1987,50,5,linear,0.2,0.01,-3.396107175994479,0.32619282734808425
aismr_L1_100_L2_20_dropout_0.2_testPeriod_1980_1990,1980,1989,100,20,relu,0.2,0.01,-0.6737280093929741,0.41318338368661817
aismr_L1_100_L2_20_dropout_0.0_testPeriod_1980_1990,1980,1989,100,20,relu,0.0,0.05,-0.014992220852926508,0.2593812460937836
aismr_L1_100_L2_20_dropout_0.2_testPeriod_1980_1990,1980,1989,100,20,linear,0.2,0.01,-3.3009133226417307,0.15671801938477475
aismr_L1_20_L2_5_dropout_0.1_testPeriod_1980_1990,1980,1989,20,5,relu,0.1,0.01,-0.8368171443560488,0.32286076579679607
aismr_L1_100_L2_10_dropout_0.2_testPeriod_1980_1990,1980,1989,100,10,linear,0.2,0.001,-0.4580250469248748,0.2771562388620621
aismr_L1_50_L2_5_dropout_0.2_testPeriod_1980_1990,1980,1989,50,5,linear,0.2,0.01,-2.6230112640066876,0.14922415863833385
aismr_L1_50_L2_5_dropout_0.2_testPeriod_1980_1990,1980,1989,50,5,relu,0.2,0.01,-1.3291060737241,0.2173927923761427
aismr_L1_100_L2_20_dropout_0.2_testPeriod_1982_1992,1982,1991,100,20,relu,0.2,0.01,-2.5160605545361596,0.1993630966454451
aismr_L1_100_L2_20_dropout_0.0_testPeriod_1982_1992,1982,1991,100,20,relu,0.0,0.05,0.1862941846347025,0.5738126275813323
aismr_L1_100_L2_20_dropout_0.2_testPeriod_1982_1992,1982,1991,100,20,linear,0.2,0.01,-0.4861089320154288,0.28332709637377534
aismr_L1_20_L2_5_dropout_0.1_testPeriod_1982_1992,1982,1991,20,5,relu,0.1,0.01,-1.9348864543410138,0.17872920076874804
aismr_L1_100_L2_10_dropout_0.2_testPeriod_1982_1992,1982,1991,100,10,linear,0.2,0.001,-1.1395543817318128,0.4744330365225728
aismr_L1_50_L2_5_dropout_0.2_testPeriod_1982_1992,1982,1991,50,5,linear,0.2,0.01,-0.23842697316898898,0.1959389350343474
aismr_L1_50_L2_5_dropout_0.2_testPeriod_1982_1992,1982,1991,50,5,relu,0.2,0.01,-0.005199908204624792,0.2949237103164525
aismr_L1_100_L2_20_dropout_0.2_testPeriod_1984_1994,1984,1993,100,20,relu,0.2,0.01,-0.6010181603267104,0.10198706659482974
aismr_L1_100_L2_20_dropout_0.2_testPeriod_1984_1994,1984,1993,100,20,linear,0.2,0.01,-0.18001517485053897,0.08901589026606455
aismr_L1_20_L2_5_dropout_0.1_testPeriod_1984_1994,1984,1993,20,5,relu,0.1,0.01,-0.6127733999945322,0.26238328881679235
aismr_L1_50_L2_5_dropout_0.2_testPeriod_1984_1994,1984,1993,50,5,linear,0.2,0.01,-0.9384755870334789,0.07036127799670219
aismr_L1_50_L2_5_dropout_0.2_testPeriod_1984_1994,1984,1993,50,5,relu,0.2,0.01,-1.6312982329715169,0.30957653076523084
