model_label,testing_period_start,testing_period_end,L1_neurons,L2_neurons,L1_activation,dropout,L1_regularisation,KGE,linear_correlation_coefficient
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1974_1984,1974,1983,50,5,relu,0.2,0.01,0.013422374718592978,0.25715094035215735
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1976_1986,1976,1985,100,20,relu,0.2,0.01,-3.277031396375526,0.5452734058647125
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1976_1986,1976,1985,100,20,relu,0.0,0.05,0.04184976784575567,0.4454805859969156
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1976_1986,1976,1985,100,20,linear,0.2,0.01,-4.040924748569096,0.40552442174411707
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1976_1986,1976,1985,20,5,relu,0.1,0.01,-4.933633266014626,0.5545584905606454
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1976_1986,1976,1985,100,10,linear,0.2,0.001,0.1541897189387892,0.5661498274003349
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1976_1986,1976,1985,50,5,linear,0.2,0.01,-4.233116979093649,0.64628504363383
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1976_1986,1976,1985,50,5,relu,0.2,0.01,-2.453605277432368,0.47187875592838585
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1978_1988,1978,1987,100,20,relu,0.2,0.01,-1.4244551002661066,0.2692252360030035
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1978_1988,1978,1987,100,20,relu,0.0,0.05,-1.3550643373176459,0.4611350391645926
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1978_1988,1978,1987,100,20,linear,0.2,0.01,-2.021350496402459,0.6555310561502713
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1978_1988,1978,1987,20,5,relu,0.1,0.01,-1.6252632160332214,0.2507062717862933
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1978_1988,1978,1987,50,5,linear,0.2,0.01,-3.568010699694682,0.39931750893783663
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1978_1988,1978,1987,50,5,relu,0.2,0.01,-1.7439907365583274,0.43736793874767343
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1980_1990,1980,1989,100,20,relu,0.2,0.01,-0.1338113225409998,0.30062194772304907
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1980_1990,1980,1989,100,20,relu,0.0,0.05,-0.8490046990233242,0.22942089784631758
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1980_1990,1980,1989,100,20,linear,0.2,0.01,-2.826002521790404,0.3606792282408511
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1980_1990,1980,1989,20,5,relu,0.1,0.01,-1.0941920456974201,0.349970393025423
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1980_1990,1980,1989,100,10,linear,0.2,0.001,-0.9712016976546352,0.44684289968023533
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1980_1990,1980,1989,50,5,linear,0.2,0.01,0.0390019605595856,0.4185632100727266
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1980_1990,1980,1989,50,5,relu,0.2,0.01,-2.2269099300889184,0.2304498431231613
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1982_1992,1982,1991,100,20,relu,0.2,0.01,0.0040897240229301746,0.34998785674361227
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1982_1992,1982,1991,100,20,relu,0.0,0.05,-0.26871915187111983,0.27155090620609523
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1982_1992,1982,1991,100,20,linear,0.2,0.01,-0.8155080595847808,0.3040865208550562
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1982_1992,1982,1991,20,5,relu,0.1,0.01,0.12414486578337802,0.5554091571872953
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1982_1992,1982,1991,100,10,linear,0.2,0.001,-5.881232259665615,0.11096325262883841
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1982_1992,1982,1991,50,5,linear,0.2,0.01,0.13279306399999447,0.271595757475581
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1982_1992,1982,1991,50,5,relu,0.2,0.01,-0.44960941730285464,0.631977963339114
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1984_1994,1984,1993,100,20,relu,0.2,0.01,-0.7178467668187798,0.29929843976489606
IMD_L1_100_L2_20_dropout_0.0_testPeriod_1984_1994,1984,1993,100,20,relu,0.0,0.05,-0.19786576139288448,0.1281219458650032
IMD_L1_100_L2_20_dropout_0.2_testPeriod_1984_1994,1984,1993,100,20,linear,0.2,0.01,-0.9400244587788225,0.07464785819252316
IMD_L1_20_L2_5_dropout_0.1_testPeriod_1984_1994,1984,1993,20,5,relu,0.1,0.01,-0.9447209611350109,0.05082975027348152
IMD_L1_100_L2_10_dropout_0.2_testPeriod_1984_1994,1984,1993,100,10,linear,0.2,0.001,-2.0108617460974725,0.7850230800986507
IMD_L1_50_L2_5_dropout_0.2_testPeriod_1984_1994,1984,1993,50,5,relu,0.2,0.01,-1.707673019546684,0.25444693316397343
